Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
Club/Bar/Restaurant,10464.0,BRONX,BRONX,40.8511417066664,-73.78846704730488,57
Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.703834806936825,-73.93097213724309,43
Club/Bar/Restaurant,10036.0,NEW YORK,MANHATTAN,40.76126189884153,-73.99427129644627,43
Club/Bar/Restaurant,11103.0,ASTORIA,QUEENS,40.76373637448684,-73.9146474351402,31
Club/Bar/Restaurant,10453.0,BRONX,BRONX,40.85706014684003,-73.90468410712803,23
Club/Bar/Restaurant,10469.0,BRONX,BRONX,40.87575492319816,-73.85086586311219,21
Club/Bar/Restaurant,11230.0,BROOKLYN,BROOKLYN,40.613367888278034,-73.96302421090444,63
Club/Bar/Restaurant,11362.0,LITTLE NECK,QUEENS,40.77090216352115,-73.73528940439274,85
Club/Bar/Restaurant,11231.0,BROOKLYN,BROOKLYN,40.67775273141408,-73.99811084956157,30
Club/Bar/Restaurant,11434.0,JAMAICA,QUEENS,40.68187916628095,-73.76608030308165,152
Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.6827204207205,-73.96329222525986,231
Club/Bar/Restaurant,11418.0,RICHMOND HILL,QUEENS,40.699577842559684,-73.8323586439162,79
Club/Bar/Restaurant,11214.0,BROOKLYN,BROOKLYN,40.59958079894128,-73.98996033407023,62
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.747520498812406,-73.9824023963286,40
Club/Bar/Restaurant,11218.0,BROOKLYN,BROOKLYN,40.63559076024262,-73.97774084423934,37
Club/Bar/Restaurant,11435.0,JAMAICA,QUEENS,40.69822499448377,-73.80633491902691,106
Club/Bar/Restaurant,11221.0,BROOKLYN,BROOKLYN,40.694898192257945,-73.93155477168919,14
Club/Bar/Restaurant,10013.0,NEW YORK,MANHATTAN,40.72271742048056,-74.00444827110907,14
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.748606682241295,-73.97810369101492,70
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.8621078121332,-73.91928607643042,29
Club/Bar/Restaurant,11216.0,BROOKLYN,BROOKLYN,40.671662601079895,-73.95091901534035,42
Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.681422746825206,-73.95710238584762,302
Club/Bar/Restaurant,10304.0,STATEN ISLAND,STATEN ISLAND,40.62863721194139,-74.08003527764737,90
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86813967399999,-73.9304183327833,14
Club/Bar/Restaurant,11234.0,BROOKLYN,BROOKLYN,40.61655032892211,-73.93020153359745,89
Club/Bar/Restaurant,11208.0,BROOKLYN,BROOKLYN,40.68642816773911,-73.86869412484373,18
Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.76449114200317,-73.98165065394043,44
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.69403902833231,-73.96078694567967,40
Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.732504309189785,-73.98483829636254,80
Club/Bar/Restaurant,10027.0,NEW YORK,MANHATTAN,40.81986556513444,-73.95852335558929,118
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.73249705846839,-74.00183297110229,217
Club/Bar/Restaurant,10475.0,BRONX,BRONX,40.882287971520746,-73.82769935923244,10
Club/Bar/Restaurant,10017.0,NEW YORK,MANHATTAN,40.75524246160156,-73.97327568440589,16
Club/Bar/Restaurant,11215.0,BROOKLYN,BROOKLYN,40.659727162432745,-73.98791847104769,93
Club/Bar/Restaurant,11693.0,FAR ROCKAWAY,QUEENS,40.58485011603381,-73.81903412665736,106
Club/Bar/Restaurant,11207.0,BROOKLYN,BROOKLYN,40.69161915678669,-73.9057391758118,117
Club/Bar/Restaurant,10036.0,NEW YORK,MANHATTAN,40.76035852252999,-73.98928635061634,42
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.716966608411326,-73.95482850997517,36
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.72306557278975,-73.98907949147022,98
Club/Bar/Restaurant,10029.0,NEW YORK,MANHATTAN,40.79585513226929,-73.9355285213493,148
Club/Bar/Restaurant,10013.0,NEW YORK,MANHATTAN,40.719574756642,-73.99950577096034,10
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.62084753339561,-74.02677136712303,25
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72483716318767,-73.97832075299141,127
Club/Bar/Restaurant,10456.0,BRONX,BRONX,40.83847689725878,-73.91310234847394,65
Club/Bar/Restaurant,11106.0,ASTORIA,QUEENS,40.75618226272977,-73.93008770681999,18
Club/Bar/Restaurant,11222.0,BROOKLYN,BROOKLYN,40.72979694845176,-73.95838458100494,93
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.620756940159175,-74.0268361698577,143
Club/Bar/Restaurant,11106.0,ASTORIA,QUEENS,40.763314690560776,-73.92819586194035,267
Club/Bar/Restaurant,11249.0,BROOKLYN,BROOKLYN,40.71795040652128,-73.95792662022474,64
Club/Bar/Restaurant,11249.0,BROOKLYN,BROOKLYN,40.711132501501076,-73.96654457022544,70
Club/Bar/Restaurant,11377.0,WOODSIDE,QUEENS,40.75256614585519,-73.90524869358501,45
Club/Bar/Restaurant,10011.0,NEW YORK,MANHATTAN,40.74294903619024,-73.99646700742987,85
Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.73234787144493,-73.98493936163591,41
Club/Bar/Restaurant,10013.0,NEW YORK,MANHATTAN,40.7199260865201,-74.00028860242044,55
Club/Bar/Restaurant,11420.0,SOUTH OZONE PARK,QUEENS,40.675964982883755,-73.81819203971499,95
Club/Bar/Restaurant,11218.0,BROOKLYN,BROOKLYN,40.63597510716587,-73.97814064814625,183
Club/Bar/Restaurant,11369.0,EAST ELMHURST,QUEENS,40.76349768480442,-73.87813728505813,59
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.711757186204686,-73.94278797094401,27
Club/Bar/Restaurant,10010.0,NEW YORK,MANHATTAN,40.74091495786753,-73.99208258522924,40
Club/Bar/Restaurant,10018.0,NEW YORK,MANHATTAN,40.750073652258976,-73.98636819190891,30
Club/Bar/Restaurant,10028.0,NEW YORK,MANHATTAN,40.77756087664422,-73.95102149427633,22
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.72114458754103,-73.99370113700846,87
Club/Bar/Restaurant,10018.0,NEW YORK,MANHATTAN,40.7561292284094,-73.99429700430439,16
Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.765790164066146,-73.98728191879162,60
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.74934479194283,-73.97693770152904,48
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.73272209631094,-74.00327626649987,31
Club/Bar/Restaurant,11222.0,BROOKLYN,BROOKLYN,40.73029727299474,-73.95326077765519,16
Club/Bar/Restaurant,10028.0,NEW YORK,MANHATTAN,40.776809452005246,-73.95253489358244,11
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.711025075865436,-73.95029486869659,40
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86720968747772,-73.9225338534853,141
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.867691860225115,-73.92121361680864,16
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71740349992278,-73.95605472789866,38
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.725911243215336,-73.9836492044371,32
Club/Bar/Restaurant,10307.0,STATEN ISLAND,STATEN ISLAND,40.51770136012893,-74.24054207322703,36
Club/Bar/Restaurant,10001.0,NEW YORK,MANHATTAN,40.749288423791,-73.98454213769257,63
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.62343624927606,-74.0250973289108,57
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.727076180858596,-74.00018400378333,40
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.689584794709646,-73.97198945625918,16
Club/Bar/Restaurant,10011.0,NEW YORK,MANHATTAN,40.739153094007136,-74.00112587424078,76
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.741956120593535,-73.97792904927313,13
Club/Bar/Restaurant,10038.0,NEW YORK,MANHATTAN,40.70607594278526,-74.00420189954657,17
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71286132514765,-73.95712904559724,34
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.74359600160981,-73.9860086360972,40
Club/Bar/Restaurant,11208.0,BROOKLYN,BROOKLYN,40.67462684316156,-73.87725059256253,19
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86941776211421,-73.91657993473648,28
Club/Bar/Restaurant,11217.0,BROOKLYN,BROOKLYN,40.680352025214226,-73.97476587888686,114
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86385195691805,-73.92523119238145,194
Club/Bar/Restaurant,11105.0,ASTORIA,QUEENS,40.775967294147335,-73.91512640606982,82
Club/Bar/Restaurant,11106.0,ASTORIA,QUEENS,40.76227854109808,-73.92601303458157,87
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.72670835063373,-74.00275643361864,14
Club/Bar/Restaurant,11223.0,BROOKLYN,BROOKLYN,40.59916024480543,-73.96126398512901,45
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.730294409657716,-73.9822373651092,66
Club/Bar/Restaurant,10022.0,NEW YORK,MANHATTAN,40.756860261882245,-73.96709551866498,44
Club/Bar/Restaurant,10011.0,NEW YORK,MANHATTAN,40.739136625876924,-74.00108617968817,49
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.715221270038704,-73.99171408791376,184
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.693324622028854,-73.96710163160839,108
Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.63952960074872,-73.95128855589117,287
Club/Bar/Restaurant,11218.0,BROOKLYN,BROOKLYN,40.63555238728127,-73.97802188863291,55
Club/Bar/Restaurant,10030.0,NEW YORK,MANHATTAN,40.81726755137458,-73.94225650251605,120
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.728948817883115,-73.97836992762664,62
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.6935517461009,-73.96476476447691,16
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.734349742749075,-74.00300933150363,301
Club/Bar/Restaurant,10024.0,NEW YORK,MANHATTAN,40.78536042083817,-73.9729819318612,186
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.693133069042204,-73.96920046515831,75
Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.72960350054764,-73.9882377434201,183
Club/Bar/Restaurant,10464.0,BRONX,BRONX,40.85256251936635,-73.78944935122021,12
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.632836668310354,-74.0272301322902,70
Club/Bar/Restaurant,11106.0,ASTORIA,QUEENS,40.76115165415317,-73.92364989063249,42
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86587359965432,-73.92765488555312,126
Club/Bar/Restaurant,11355.0,FLUSHING,QUEENS,40.75548196260743,-73.8154303374868,16
Club/Bar/Restaurant,11414.0,HOWARD BEACH,QUEENS,40.64998168141934,-73.83758618031825,399
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.62204851565206,-74.03163847547069,15
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.693570909682286,-73.96460247964477,36
Club/Bar/Restaurant,10038.0,NEW YORK,MANHATTAN,40.7058646109269,-74.00376907391029,20
Club/Bar/Restaurant,11416.0,OZONE PARK,QUEENS,40.68555675539122,-73.84149101679031,32
Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.645952686442776,-73.95197214109083,42
Club/Bar/Restaurant,10463.0,BRONX,BRONX,40.87959653561322,-73.90430102760196,17
Club/Bar/Restaurant,10036.0,NEW YORK,MANHATTAN,40.76025419952927,-73.98904451652456,11
Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.63980683172786,-73.95130636951028,26
Club/Bar/Restaurant,11215.0,BROOKLYN,BROOKLYN,40.66071027670571,-73.99409971529775,30
Club/Bar/Restaurant,11249.0,BROOKLYN,BROOKLYN,40.72100987341383,-73.9554282369718,102
Club/Bar/Restaurant,11101.0,LONG ISLAND CITY,QUEENS,40.75624514774764,-73.92120466494264,129
Club/Bar/Restaurant,11201.0,BROOKLYN,BROOKLYN,40.6868952248265,-73.99090992128471,23
Club/Bar/Restaurant,11358.0,FLUSHING,QUEENS,40.758039559649575,-73.79561735686654,15
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,QUEENS,40.75578209017699,-73.8833309977332,57
Club/Bar/Restaurant,10001.0,NEW YORK,MANHATTAN,40.750452533061434,-73.98729206533014,15
Club/Bar/Restaurant,10471.0,BRONX,BRONX,40.88956350713214,-73.89903879191749,16
Club/Bar/Restaurant,10022.0,NEW YORK,MANHATTAN,40.75815989713453,-73.96259370386207,92
Club/Bar/Restaurant,10029.0,NEW YORK,MANHATTAN,40.795786759898355,-73.9467607941624,11
Club/Bar/Restaurant,11217.0,BROOKLYN,BROOKLYN,40.67915413315733,-73.98342992763081,1513
Club/Bar/Restaurant,10026.0,NEW YORK,MANHATTAN,40.80285303106313,-73.95650038621442,91
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.72951901371953,-73.99981238142182,120
Club/Bar/Restaurant,10454.0,BRONX,BRONX,40.807460605248814,-73.91930899809634,76
Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.73321575770277,-73.98992215843091,65
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72386917687742,-73.98388420879597,40
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.722774192494704,-73.98517963231006,26
Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.70279082504312,-73.92937188599319,21
Club/Bar/Restaurant,11215.0,BROOKLYN,BROOKLYN,40.673019964409384,-73.98651011578777,19
Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.62986376496369,-74.02845742708722,15
Club/Bar/Restaurant,11004.0,GLEN OAKS,QUEENS,40.73789159992381,-73.71046402051948,44
Club/Bar/Restaurant,10003.0,NEW YORK,MANHATTAN,40.736838630859815,-73.98783592870406,24
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,QUEENS,40.74736157770696,-73.8864567186804,24
Club/Bar/Restaurant,10310.0,STATEN ISLAND,STATEN ISLAND,40.63013969986428,-74.10879366275273,53
Club/Bar/Restaurant,11201.0,BROOKLYN,BROOKLYN,40.685986916572645,-73.99416238121428,11
Club/Bar/Restaurant,10001.0,NEW YORK,MANHATTAN,40.75054379913303,-73.99836503769602,10
Club/Bar/Restaurant,11216.0,BROOKLYN,BROOKLYN,40.68282210792143,-73.9379994213524,152
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.73416286221032,-74.00798156190001,57
Club/Bar/Restaurant,11215.0,BROOKLYN,BROOKLYN,40.660461716905296,-73.98033486033546,73
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.74409549811215,-73.98561877658392,38
Club/Bar/Restaurant,10026.0,NEW YORK,MANHATTAN,40.80452411122285,-73.95530368383024,12
Club/Bar/Restaurant,11232.0,BROOKLYN,BROOKLYN,40.65162237103501,-74.0044795692491,17
Club/Bar/Restaurant,11103.0,ASTORIA,QUEENS,40.76527580585496,-73.91791611169774,29
Club/Bar/Restaurant,10307.0,STATEN ISLAND,STATEN ISLAND,40.513588653792716,-74.25123738578495,50
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.72136410670285,-73.99266212512684,78
Club/Bar/Restaurant,11433.0,JAMAICA,QUEENS,40.70753055918456,-73.78659995072762,388
Club/Bar/Restaurant,10040.0,NEW YORK,MANHATTAN,40.85359837276129,-73.93061428416209,18
Club/Bar/Restaurant,11221.0,BROOKLYN,BROOKLYN,40.69940258942161,-73.92745325313709,19
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86618344001468,-73.91893042945345,87
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86920670494563,-73.91697430322539,30
Club/Bar/Restaurant,11102.0,ASTORIA,QUEENS,40.767437815899136,-73.92062463615646,112
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.865920293467006,-73.92770906652555,117
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71758787250421,-73.95731359037745,38
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.69058523852579,-73.95831169390723,55
Club/Bar/Restaurant,11219.0,BROOKLYN,BROOKLYN,40.633676865424036,-74.00656802796944,14
Club/Bar/Restaurant,11206.0,BROOKLYN,BROOKLYN,40.70547173697579,-73.94290878131963,68
Club/Bar/Restaurant,11225.0,BROOKLYN,BROOKLYN,40.66820406598286,-73.95064760056545,146
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.729749572689464,-73.99961393735919,41
Club/Bar/Restaurant,11385.0,RIDGEWOOD,QUEENS,40.70342133710651,-73.90874124491572,109
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.729337855378795,-74.00103189937474,99
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.718923209076685,-73.9845203205241,57
Club/Bar/Restaurant,11374.0,REGO PARK,QUEENS,40.73211581791865,-73.86718968470113,20
Club/Bar/Restaurant,11225.0,BROOKLYN,BROOKLYN,40.66064330544147,-73.96062996504574,162
Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.679043927806724,-73.96835251149052,11
Club/Bar/Restaurant,11105.0,ASTORIA,QUEENS,40.77478494953705,-73.90877703653284,52
Club/Bar/Restaurant,11204.0,BROOKLYN,BROOKLYN,40.610238125131026,-73.98370274716996,22
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.72959583237184,-74.00282510607859,25
Club/Bar/Restaurant,11231.0,BROOKLYN,BROOKLYN,40.682374757235934,-73.99342717566198,11
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.72120509742076,-73.99670626166723,52
Club/Bar/Restaurant,10011.0,NEW YORK,MANHATTAN,40.74173312459783,-74.00308183921501,91
Club/Bar/Restaurant,10128.0,NEW YORK,MANHATTAN,40.781242078981045,-73.95223925474319,14
Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.640181746624854,-73.95530566958138,642
Club/Bar/Restaurant,11249.0,BROOKLYN,BROOKLYN,40.71976846791408,-73.9608475654301,16
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71134933289553,-73.95117114409372,13
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71352893907049,-73.95887449346431,17
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72630655334567,-73.98411452341261,11
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.7450578162646,-73.97860649327806,13
Club/Bar/Restaurant,10013.0,NEW YORK,MANHATTAN,40.714614975337405,-73.99959598880683,74
Club/Bar/Restaurant,11432.0,JAMAICA,QUEENS,40.71447021154346,-73.80246764609113,52
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86564533429853,-73.92693204659632,26
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.71823481886789,-73.98931115907006,40
Club/Bar/Restaurant,10012.0,NEW YORK,MANHATTAN,40.72916767899508,-74.00119065008407,15
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.74011360831931,-74.0059614457069,110
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.724889306095946,-73.97828105023956,88
Club/Bar/Restaurant,10128.0,NEW YORK,MANHATTAN,40.781317640923355,-73.94922052414826,35
Club/Bar/Restaurant,11223.0,BROOKLYN,BROOKLYN,40.59655143120565,-73.97703728637812,67
Club/Bar/Restaurant,11225.0,BROOKLYN,BROOKLYN,40.65778596987497,-73.95324670641591,65
Club/Bar/Restaurant,11435.0,JAMAICA,QUEENS,40.70252975639297,-73.81356446098884,15
Club/Bar/Restaurant,11216.0,BROOKLYN,BROOKLYN,40.68321657803109,-73.9538706637591,106
Club/Bar/Restaurant,11373.0,ELMHURST,QUEENS,40.74238267935697,-73.87090066646705,83
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.739410979995824,-74.00539122636924,16
Club/Bar/Restaurant,10011.0,NEW YORK,MANHATTAN,40.742035076513325,-73.99834359413302,24
Club/Bar/Restaurant,11231.0,BROOKLYN,BROOKLYN,40.68261354156866,-73.99323966551619,25
Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72553423319804,-73.97780460597261,54
Club/Bar/Restaurant,11231.0,BROOKLYN,BROOKLYN,40.681381251414784,-74.00444551380453,34
Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.82925663237593,-73.94837452376649,20
Club/Bar/Restaurant,11231.0,BROOKLYN,BROOKLYN,40.677865266427034,-73.99806758331361,23
Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.718849636279934,-73.98921726619577,38
Club/Bar/Restaurant,11225.0,BROOKLYN,BROOKLYN,40.662175057227046,-73.95370138991395,18
Club/Bar/Restaurant,10028.0,NEW YORK,MANHATTAN,40.77850170871053,-73.95632492668035,151
Club/Bar/Restaurant,10465.0,BRONX,BRONX,40.82837371732443,-73.82407740404881,13
Club/Bar/Restaurant,10034.0,NEW YORK,MANHATTAN,40.86797938997047,-73.92024792067538,42
Club/Bar/Restaurant,11249.0,BROOKLYN,BROOKLYN,40.72104319440275,-73.9564311250355,52
Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.822830514288995,-73.95306932541597,60
Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.68947713718711,-73.9695807716015,32
Club/Bar/Restaurant,10014.0,NEW YORK,MANHATTAN,40.739454867174466,-74.00597582111745,12
Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.765164412327366,-73.98773689584394,17
Club/Bar/Restaurant,11377.0,WOODSIDE,QUEENS,40.757398232236206,-73.90354532594979,32
Club/Bar/Restaurant,10462.0,BRONX,BRONX,40.83131818156349,-73.85090764847428,16
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.71153871739402,-73.9450714382363,74
Club/Bar/Restaurant,10019.0,NEW YORK,MANHATTAN,40.765680383151796,-73.98736135994459,55
Club/Bar/Restaurant,11217.0,BROOKLYN,BROOKLYN,40.68026692062235,-73.97469019800481,43
Club/Bar/Restaurant,11373.0,ELMHURST,QUEENS,40.74634250066283,-73.89134499223596,65
Club/Bar/Restaurant,10471.0,BRONX,BRONX,40.889458535996,-73.89827220400643,14
Club/Bar/Restaurant,11215.0,BROOKLYN,BROOKLYN,40.67141400741232,-73.98442680473981,21
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,QUEENS,40.75006808277161,-73.88119355123389,65
Club/Bar/Restaurant,10016.0,NEW YORK,MANHATTAN,40.74258786227404,-73.98041166510123,98
Club/Bar/Restaurant,10032.0,NEW YORK,MANHATTAN,40.84145054672216,-73.9357734631567,21
Club/Bar/Restaurant,11234.0,BROOKLYN,BROOKLYN,40.62526615732795,-73.92756265585744,20
Club/Bar/Restaurant,11103.0,ASTORIA,QUEENS,40.76045412454783,-73.91527612392564,177
Club/Bar/Restaurant,10312.0,STATEN ISLAND,STATEN ISLAND,40.54195147381688,-74.17742807278975,51
Club/Bar/Restaurant,11222.0,BROOKLYN,BROOKLYN,40.73349827722282,-73.95481369481523,12
Club/Bar/Restaurant,11211.0,BROOKLYN,BROOKLYN,40.714950705978474,-73.9517528821412,52
Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.82415420966473,-73.94838209555708,24
